id,board,tier,section_code,section_key,unit_key,subtopic_code,title,status,kahoot_url,worksheet_payhip_url,section_bundle_payhip_url,unit_bundle_payhip_url,bundle_url,past_paper_analysis_url,variant_practice_url,presale_release_date,presale_early_bird_end_date,presale_notes,notes
cie0580:number-c1:c1-03-powers-and-roots,cie0580,Core,C1,number-c1,number,C1-03,powers and roots,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-04-fractions-decimals-percentages,cie0580,Core,C1,number-c1,number,C1-04,fractions decimals percentages,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-04,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-04,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-05-ordering,cie0580,Core,C1,number-c1,number,C1-05,ordering,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-05,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-05,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-06-four-operations,cie0580,Core,C1,number-c1,number,C1-06,four operations,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-06,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-06,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-07-indices-i,cie0580,Core,C1,number-c1,number,C1-07,indices i,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-07,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-07,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-08-standard-form,cie0580,Core,C1,number-c1,number,C1-08,standard form,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-08,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-08,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-09-estimation-and-approximation,cie0580,Core,C1,number-c1,number,C1-09,estimation and approximation,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-09,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-09,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-10-limits-of-accuracy,cie0580,Core,C1,number-c1,number,C1-10,limits of accuracy,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-10,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-10,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-11-ratio-and-proportion,cie0580,Core,C1,number-c1,number,C1-11,ratio and proportion,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-11,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-11,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-12-rates,cie0580,Core,C1,number-c1,number,C1-12,rates,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-12,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-12,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-13-percentages,cie0580,Core,C1,number-c1,number,C1-13,percentages,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-13,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-13,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-14-using-a-calculator,cie0580,Core,C1,number-c1,number,C1-14,using a calculator,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-14,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-14,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-15-time,cie0580,Core,C1,number-c1,number,C1-15,time,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-15,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-c1:c1-16-money,cie0580,Core,C1,number-c1,number,C1-16,money,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c1-16,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c1-16,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-01-types-of-number,cie0580,Extended,E1,number-e1,number,E1-01,types of number,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-01,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-01,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-02-sets,cie0580,Extended,E1,number-e1,number,E1-02,sets,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-02,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-02,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-03-powers-and-roots,cie0580,Extended,E1,number-e1,number,E1-03,powers and roots,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-04-fractions-decimals-percentages,cie0580,Extended,E1,number-e1,number,E1-04,fractions decimals percentages,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-04,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-04,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-05-ordering,cie0580,Extended,E1,number-e1,number,E1-05,ordering,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-05,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-05,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-06-four-operations,cie0580,Extended,E1,number-e1,number,E1-06,four operations,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-06,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-06,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-07-indices-i,cie0580,Extended,E1,number-e1,number,E1-07,indices i,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-07,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-07,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-08-standard-form,cie0580,Extended,E1,number-e1,number,E1-08,standard form,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-08,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-08,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-09-estimation-and-approximation,cie0580,Extended,E1,number-e1,number,E1-09,estimation and approximation,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-09,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-09,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-10-limits-of-accuracy,cie0580,Extended,E1,number-e1,number,E1-10,limits of accuracy,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-10,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-10,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-11-ratio-and-proportion,cie0580,Extended,E1,number-e1,number,E1-11,ratio and proportion,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-11,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-11,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-12-rates,cie0580,Extended,E1,number-e1,number,E1-12,rates,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-12,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-12,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-13-percentages,cie0580,Extended,E1,number-e1,number,E1-13,percentages,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-13,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-13,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-14-using-a-calculator,cie0580,Extended,E1,number-e1,number,E1-14,using a calculator,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-14,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-14,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-15-time,cie0580,Extended,E1,number-e1,number,E1-15,time,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-15,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-16-money,cie0580,Extended,E1,number-e1,number,E1-16,money,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-16,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-16,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-17-exponential-growth-decay,cie0580,Extended,E1,number-e1,number,E1-17,exponential growth decay,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-17,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-17,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:number-e1:e1-18-surds,cie0580,Extended,E1,number-e1,number,E1-18,surds,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e1-18,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e1-18,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,https://payhip.com/25maths?src=cie0580-unit-number,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e1,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:probability-c8:c8-01-introduction-to-probability,cie0580,Core,C8,probability-c8,probability,C8-01,introduction to probability,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c8-01,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c8-01,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c8,https://payhip.com/25maths?src=cie0580-unit-probability,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c8,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:probability-c8:c8-02-relative-and-expected-frequencies,cie0580,Core,C8,probability-c8,probability,C8-02,relative and expected frequencies,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c8-02,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c8-02,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c8,https://payhip.com/25maths?src=cie0580-unit-probability,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c8,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:probability-c8:c8-03-probability-of-combined-events,cie0580,Core,C8,probability-c8,probability,C8-03,probability of combined events,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c8-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c8-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c8,https://payhip.com/25maths?src=cie0580-unit-probability,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c8,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:probability-e8:e8-01-introduction-to-probability,cie0580,Extended,E8,probability-e8,probability,E8-01,introduction to probability,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e8-01,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e8-01,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,https://payhip.com/25maths?src=cie0580-unit-probability,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:probability-e8:e8-02-relative-and-expected-frequencies,cie0580,Extended,E8,probability-e8,probability,E8-02,relative and expected frequencies,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e8-02,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e8-02,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,https://payhip.com/25maths?src=cie0580-unit-probability,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:probability-e8:e8-03-probability-of-combined-events,cie0580,Extended,E8,probability-e8,probability,E8-03,probability of combined events,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e8-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e8-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,https://payhip.com/25maths?src=cie0580-unit-probability,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:probability-e8:e8-04-conditional-probability,cie0580,Extended,E8,probability-e8,probability,E8-04,conditional probability,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e8-04,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e8-04,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,https://payhip.com/25maths?src=cie0580-unit-probability,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:statistics-c9:c9-01-classifying-statistical-data,cie0580,Core,C9,statistics-c9,statistics,C9-01,classifying statistical data,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c9-01,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c9-01,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,https://payhip.com/25maths?src=cie0580-unit-statistics,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:statistics-c9:c9-02-interpreting-statistical-data,cie0580,Core,C9,statistics-c9,statistics,C9-02,interpreting statistical data,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c9-02,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c9-02,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,https://payhip.com/25maths?src=cie0580-unit-statistics,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:statistics-c9:c9-03-averages-and-range,cie0580,Core,C9,statistics-c9,statistics,C9-03,averages and range,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c9-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c9-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,https://payhip.com/25maths?src=cie0580-unit-statistics,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:statistics-c9:c9-04-statistical-charts-and-diagrams,cie0580,Core,C9,statistics-c9,statistics,C9-04,statistical charts and diagrams,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=c9-04,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=c9-04,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,https://payhip.com/25maths?src=cie0580-unit-statistics,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=c9,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:statistics-e9:e9-01-classifying-statistical-data,cie0580,Extended,E9,statistics-e9,statistics,E9-01,classifying statistical data,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e9-01,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e9-01,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,https://payhip.com/25maths?src=cie0580-unit-statistics,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:statistics-e9:e9-02-interpreting-statistical-data,cie0580,Extended,E9,statistics-e9,statistics,E9-02,interpreting statistical data,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e9-02,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e9-02,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,https://payhip.com/25maths?src=cie0580-unit-statistics,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:statistics-e9:e9-03-averages-and-range,cie0580,Extended,E9,statistics-e9,statistics,E9-03,averages and range,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e9-03,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e9-03,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,https://payhip.com/25maths?src=cie0580-unit-statistics,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
cie0580:statistics-e9:e9-04-statistical-charts-and-diagrams,cie0580,Extended,E9,statistics-e9,statistics,E9-04,statistical charts and diagrams,presale,https://create.kahoot.it/channels/25maths/igcse-maths?src=kahoot_cie0580_subtopic&asset=e9-04,https://payhip.com/25maths?src=kahoot_cie0580_l1&asset=e9-04,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,https://payhip.com/25maths?src=cie0580-unit-statistics,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9,,,2026-04-30,2026-03-31,"Includes themed past-paper bonus, free bilingual vocabulary cards, and bilingual support upgrade coupons.",
