sku,url,ok,http_status,final_url,error
L1-EDX4MA1-H4-06,https://payhip.com/b/oPNbu,yes,200,https://payhip.com/b/oPNbu,
L1-EDX4MA1-H4-07,https://payhip.com/b/vGUgx,yes,200,https://payhip.com/b/vGUgx,
L1-EDX4MA1-H4-08,https://payhip.com/b/Z6WpQ,yes,200,https://payhip.com/b/Z6WpQ,
L1-EDX4MA1-H4-09,https://payhip.com/b/pvAVI,yes,200,https://payhip.com/b/pvAVI,
L1-EDX4MA1-H4-10,https://payhip.com/b/JmxAl,yes,200,https://payhip.com/b/JmxAl,
L1-EDX4MA1-H4-11,https://payhip.com/b/URFiS,yes,200,https://payhip.com/b/URFiS,
L1-EDX4MA1-H5-01,https://payhip.com/b/AaxGd,yes,200,https://payhip.com/b/AaxGd,
L1-EDX4MA1-H5-02,https://payhip.com/b/B9Qvd,yes,200,https://payhip.com/b/B9Qvd,
L1-EDX4MA1-H6-01,https://payhip.com/b/w3J7L,yes,200,https://payhip.com/b/w3J7L,
L1-EDX4MA1-H6-02,https://payhip.com/b/2TR0Z,yes,200,https://payhip.com/b/2TR0Z,
L1-EDX4MA1-H6-03,https://payhip.com/b/ElGRQ,yes,200,https://payhip.com/b/ElGRQ,
