upload_priority,sku,level,board,board_label,tier_scope,final_title_en,title_variant_used,final_title_len,listing_title_short_en,listing_title_mobile_en,price_early_bird,price_regular,payhip_url_seed
2,L4-CIE0580-ALLUNITS,L4,cie0580,CIE 0580,All tiers (9 units),CIE 0580 All-Units Bundle,short,25,CIE 0580 All-Units Bundle,CIE 0580 All-Units Bundle,US$89,US$119,https://payhip.com/25maths?src=cie0580-all-units
2,L4-EDX4MA1-ALLUNITS,L4,edexcel-4ma1,Edexcel 4MA1,All tiers (6 units),Edexcel 4MA1 All-Units Bundle,short,29,Edexcel 4MA1 All-Units Bundle,Edexcel 4MA1 All-Units Bundle,US$79,US$99,https://payhip.com/25maths?src=edexcel4ma1-all-units
