upload_priority,sku,level,board,board_label,tier_scope,listing_title,listing_title_short_en,listing_title_mobile_en,listing_title_original_len,listing_title_short_len,listing_title_mobile_len,price_early_bird,price_regular,payhip_url_seed,slug_candidate
2,L4-CIE0580-ALLUNITS,L4,cie0580,CIE 0580,All tiers (9 units),CIE 0580 All-Units Mega Bundle,CIE 0580 All-Units Bundle,CIE 0580 All-Units Bundle,30,25,25,US$89,US$119,https://payhip.com/25maths?src=cie0580-all-units,l4-cie0580-allunits
2,L4-EDX4MA1-ALLUNITS,L4,edexcel-4ma1,Edexcel 4MA1,All tiers (6 units),Edexcel 4MA1 All-Units Mega Bundle,Edexcel 4MA1 All-Units Bundle,Edexcel 4MA1 All-Units Bundle,34,29,29,US$79,US$99,https://payhip.com/25maths?src=edexcel4ma1-all-units,l4-edx4ma1-allunits
