upload_priority,sku,level,board,board_label,tier_scope,final_title_en,title_variant_used,final_title_len,listing_title_short_en,listing_title_mobile_en,price_early_bird,price_regular,payhip_url_seed
3,L2-CIE0580-E2,L2,cie0580,CIE 0580,Extended,CIE 0580 E2 Algebra & Graphs (Extended) Sec Bundle,short,50,CIE 0580 E2 Algebra & Graphs (Extended) Sec Bundle,CIE 0580 E2 Algebra & Graphs (Extended) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e2
3,L2-CIE0580-E3,L2,cie0580,CIE 0580,Extended,CIE 0580 E3 Coord Geometry (Extended) Sec Bundle,short,48,CIE 0580 E3 Coord Geometry (Extended) Sec Bundle,CIE 0580 E3 Coord Geometry (Extended) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e3
3,L2-CIE0580-E4,L2,cie0580,CIE 0580,Extended,CIE 0580 E4 Geometry (Extended) Sec Bundle,short,42,CIE 0580 E4 Geometry (Extended) Sec Bundle,CIE 0580 E4 Geometry (Extended) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e4
3,L2-CIE0580-E5,L2,cie0580,CIE 0580,Extended,CIE 0580 E5 Mensuration (Extended) Sec Bundle,short,45,CIE 0580 E5 Mensuration (Extended) Sec Bundle,CIE 0580 E5 Mensuration (Extended) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e5
3,L2-CIE0580-E6,L2,cie0580,CIE 0580,Extended,CIE 0580 E6 Trigonometry (Extended) Sec Bundle,short,46,CIE 0580 E6 Trigonometry (Extended) Sec Bundle,CIE 0580 E6 Trigonometry (Extended) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e6
3,L2-CIE0580-E7,L2,cie0580,CIE 0580,Extended,CIE 0580 E7 Transforms & Vectors (Extended) Sec Bundle,short,54,CIE 0580 E7 Transforms & Vectors (Extended) Sec Bundle,CIE0580 E7 Transforms & Vectors (Ext) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e7
3,L2-CIE0580-E8,L2,cie0580,CIE 0580,Extended,CIE 0580 E8 Probability (Extended) Sec Bundle,short,45,CIE 0580 E8 Probability (Extended) Sec Bundle,CIE 0580 E8 Probability (Extended) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e8
3,L2-CIE0580-E9,L2,cie0580,CIE 0580,Extended,CIE 0580 E9 Statistics (Extended) Sec Bundle,short,44,CIE 0580 E9 Statistics (Extended) Sec Bundle,CIE 0580 E9 Statistics (Extended) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_cie0580_l2&asset=e9
3,L2-EDX4MA1-F1,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,Edexcel 4MA1 F1 Number & Arithmetic (Foundation) Sec Bundle,short,59,Edexcel 4MA1 F1 Number & Arithmetic (Foundation) Sec Bundle,4MA1 F1 Number & Arithmetic (Foundation) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f1
3,L2-EDX4MA1-F2,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,"4MA1 F2 Equations, Formulae & Identities (Fdn) Sec Bundle",manual,57,"4MA1 F2 Equations, Formulae & Identities (Foundation) Sec Bundle","4MA1 F2 Equations, Formulae&Identities Fdn Sec Bund…",US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f2
3,L2-EDX4MA1-F3,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,"4MA1 F3 Functions, Sequences & Graphs (Fdn) Sec Bundle",manual,54,"4MA1 F3 Functions, Sequences & Graphs (Foundation) Sec Bundle","4MA1 F3 Functions, Sequences&Graphs (Fdn) Sec Bundle",US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f3
3,L2-EDX4MA1-F4,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,4MA1 F4 Geometry & Mensuration (Fdn) Sec Bundle,manual,47,Edexcel 4MA1 F4 Geometry & Mensuration (Foundation) Sec Bundle,4MA1 F4 Geometry & Mensuration (Fdn) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f4
3,L2-EDX4MA1-F5,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,Edexcel 4MA1 F5 Vectors & Transforms (Foundation) Sec Bundle,short,60,Edexcel 4MA1 F5 Vectors & Transforms (Foundation) Sec Bundle,4MA1 F5 Vectors & Transforms (Foundation) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f5
3,L2-EDX4MA1-F6,L2,edexcel-4ma1,Edexcel 4MA1,Foundation,Edexcel 4MA1 F6 Stats & Prob (Foundation) Sec Bundle,short,52,Edexcel 4MA1 F6 Stats & Prob (Foundation) Sec Bundle,Edexcel 4MA1 F6 Stats & Prob (Foundation) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=f6
3,L2-EDX4MA1-H1,L2,edexcel-4ma1,Edexcel 4MA1,Higher,Edexcel 4MA1 H1 Number & Arithmetic (Higher) Sec Bundle,short,55,Edexcel 4MA1 H1 Number & Arithmetic (Higher) Sec Bundle,4MA1 H1 Number & Arithmetic (Higher) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h1
3,L2-EDX4MA1-H2,L2,edexcel-4ma1,Edexcel 4MA1,Higher,"4MA1 H2 Equations, Formulae & Identities (H) Sec Bundle",manual,55,"Edexcel 4MA1 H2 Equations, Formulae & Identities (Higher) Sec Bundle","4MA1 H2 Equations, Formulae&Identities H Sec Bundle",US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h2
3,L2-EDX4MA1-H3,L2,edexcel-4ma1,Edexcel 4MA1,Higher,"4MA1 H3 Functions, Sequences & Graphs (H) Sec Bundle",manual,52,"Edexcel 4MA1 H3 Functions, Sequences & Graphs (Higher) Sec Bundle","4MA1 H3 Functions, Sequences & Graphs (H) Sec Bundle",US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h3
3,L2-EDX4MA1-H4,L2,edexcel-4ma1,Edexcel 4MA1,Higher,Edexcel 4MA1 H4 Geometry & Mensuration (Higher) Sec Bundle,short,58,Edexcel 4MA1 H4 Geometry & Mensuration (Higher) Sec Bundle,4MA1 H4 Geometry & Mensuration (Higher) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h4
3,L2-EDX4MA1-H5,L2,edexcel-4ma1,Edexcel 4MA1,Higher,Edexcel 4MA1 H5 Vectors & Transforms (Higher) Sec Bundle,short,56,Edexcel 4MA1 H5 Vectors & Transforms (Higher) Sec Bundle,4MA1 H5 Vectors & Transforms (Higher) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h5
3,L2-EDX4MA1-H6,L2,edexcel-4ma1,Edexcel 4MA1,Higher,Edexcel 4MA1 H6 Stats & Prob (Higher) Sec Bundle,short,48,Edexcel 4MA1 H6 Stats & Prob (Higher) Sec Bundle,Edexcel 4MA1 H6 Stats & Prob (Higher) Sec Bundle,US$12,US$15,https://payhip.com/25maths?src=kahoot_edexcel_l2&asset=h6
